      Comparison1   Comparison2  TE_DfPS_Prediction  TE_DfP_Prediction  TE_DfS_Prediction  TE_NoCond_Prediction  TE_OnlyDF_Prediction  TE_OnlyP_Prediction  TE_OnlyS_Prediction  TE_VolD_Prediction  TE_VolI_Prediction  VOL_IntDifference_Prediction  VOL_IntDifference_Uncertain_Prediction  VOL_IntRatio_Prediction  VOL_IntRatio_Uncertain_Prediction  VOL_Intersection_Prediction  VOL_Intersection_Uncertain_Prediction
440   o8_t2_rp_d1   o8_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
441   o8_t2_rp_d2   o8_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  0                            0                                      0
442   o8_t2_rp_d2   o8_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
443   o8_t2_rp_d2   o8_t2_mf_d1                 1.0                1.0                0.5                   0.0                   0.5                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
444   o8_t2_rp_d2   o8_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
445   o8_t2_rp_d2   o8_t2_ap_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
446   o8_t2_rp_d2   o8_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
447   o8_t2_rp_d2   o8_t2_rp_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
448   o9_t1_cs_d1   o9_t1_cs_d2                 0.0                0.0                0.5                   0.5                   0.5                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
449   o9_t1_cs_d1   o9_t2_mf_d1                 0.5                0.5                0.5                   0.5                   1.0                  0.5                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
450   o9_t1_cs_d1   o9_t2_mf_d2                 0.0                0.0                0.5                   0.5                   1.0                  0.0                  0.0                   0                 0.0                             0                                       1                        0                                  1                            0                                      1
451   o9_t1_cs_d1   o9_t2_ap_d1                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   1                 0.0                             1                                       1                        1                                  1                            0                                      0
452   o9_t1_cs_d1   o9_t2_ap_d2                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   1                 0.0                             1                                       1                        1                                  1                            0                                      0
453   o9_t1_cs_d1   o9_t2_rp_d1                 0.5                0.5                1.0                   1.0                   1.0                  0.5                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
454   o9_t1_cs_d1   o9_t2_rp_d2                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
455   o9_t1_cs_d2   o9_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.5                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
456   o9_t1_cs_d2   o9_t2_mf_d1                 1.0                1.0                0.5                   0.5                   1.0                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
457   o9_t1_cs_d2   o9_t2_mf_d2                 0.5                0.5                0.5                   0.5                   1.0                  0.5                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
458   o9_t1_cs_d2   o9_t2_ap_d1                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   1                 1.0                             1                                       1                        1                                  1                            0                                      0
459   o9_t1_cs_d2   o9_t2_ap_d2                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   1                 1.0                             1                                       1                        1                                  1                            0                                      0
460   o9_t1_cs_d2   o9_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
461   o9_t1_cs_d2   o9_t2_rp_d2                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
462   o9_t2_mf_d1   o9_t1_cs_d1                 0.5                0.5                0.5                   0.5                   0.0                  0.5                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
463   o9_t2_mf_d1   o9_t1_cs_d2                 0.0                0.0                0.5                   0.5                   0.0                  0.0                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
464   o9_t2_mf_d1   o9_t2_mf_d2                 0.0                0.0                0.5                   0.5                   0.5                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
465   o9_t2_mf_d1   o9_t2_ap_d1                 0.0                0.0                0.5                   1.0                   0.5                  0.0                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
466   o9_t2_mf_d1   o9_t2_ap_d2                 0.0                0.0                0.5                   1.0                   0.5                  0.0                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
467   o9_t2_mf_d1   o9_t2_rp_d1                 0.5                0.5                1.0                   1.0                   1.0                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      1
468   o9_t2_mf_d1   o9_t2_rp_d2                 0.0                0.0                0.5                   1.0                   0.5                  0.0                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
469   o9_t2_mf_d2   o9_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.0                  1.0                  1.0                   1                 1.0                             1                                       0                        1                                  0                            1                                      0
470   o9_t2_mf_d2   o9_t1_cs_d2                 0.5                0.5                0.5                   0.5                   0.0                  0.5                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
471   o9_t2_mf_d2   o9_t2_mf_d1                 1.0                1.0                0.5                   0.5                   0.5                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
472   o9_t2_mf_d2   o9_t2_ap_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   1                 1.0                             1                                       1                        1                                  1                            0                                      0
473   o9_t2_mf_d2   o9_t2_ap_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   1                 1.0                             1                                       1                        1                                  1                            0                                      0
474   o9_t2_mf_d2   o9_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
475   o9_t2_mf_d2   o9_t2_rp_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 1.0                             0                                       0                        0                                  0                            1                                      1
476   o9_t2_ap_d1   o9_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   0                 1.0                             0                                       0                        0                                  0                            1                                      1
477   o9_t2_ap_d1   o9_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             0                                       0                        0                                  0                            1                                      1
478   o9_t2_ap_d1   o9_t2_mf_d1                 1.0                1.0                0.5                   0.0                   0.5                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
479   o9_t2_ap_d1   o9_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   0                 0.0                             0                                       0                        0                                  0                            1                                      1
480   o9_t2_ap_d1   o9_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      1
481   o9_t2_ap_d1   o9_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   0                 1.0                             0                                       0                        1                                  1                            1                                      1
482   o9_t2_ap_d1   o9_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            1                                      1
483   o9_t2_ap_d2   o9_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   0                 1.0                             0                                       0                        0                                  0                            1                                      1
484   o9_t2_ap_d2   o9_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             0                                       0                        0                                  0                            1                                      1
485   o9_t2_ap_d2   o9_t2_mf_d1                 1.0                1.0                0.5                   0.0                   0.5                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
486   o9_t2_ap_d2   o9_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   0                 0.0                             0                                       0                        0                                  0                            1                                      1
487   o9_t2_ap_d2   o9_t2_ap_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
488   o9_t2_ap_d2   o9_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   0                 1.0                             0                                       0                        1                                  1                            1                                      1
489   o9_t2_ap_d2   o9_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            1                                      1
490   o9_t2_rp_d1   o9_t1_cs_d1                 0.5                0.5                0.0                   0.0                   0.0                  0.5                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
491   o9_t2_rp_d1   o9_t1_cs_d2                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
492   o9_t2_rp_d1   o9_t2_mf_d1                 0.5                0.5                0.0                   0.0                   0.0                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
493   o9_t2_rp_d1   o9_t2_mf_d2                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
494   o9_t2_rp_d1   o9_t2_ap_d1                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   1                 0.0                             1                                       1                        0                                  0                            0                                      0
495   o9_t2_rp_d1   o9_t2_ap_d2                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   1                 0.0                             1                                       1                        0                                  0                            0                                      0
496   o9_t2_rp_d1   o9_t2_rp_d2                 0.0                0.0                0.0                   0.0                   0.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
497   o9_t2_rp_d2   o9_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
498   o9_t2_rp_d2   o9_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
499   o9_t2_rp_d2   o9_t2_mf_d1                 1.0                1.0                0.5                   0.0                   0.5                  1.0                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
500   o9_t2_rp_d2   o9_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.0                             1                                       1                        1                                  1                            0                                      0
501   o9_t2_rp_d2   o9_t2_ap_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
502   o9_t2_rp_d2   o9_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
503   o9_t2_rp_d2   o9_t2_rp_d1                 1.0                1.0                1.0                   1.0                   1.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
504  o10_t1_cs_d1  o10_t1_cs_d2                 0.0                0.0                0.5                   0.5                   0.5                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
505  o10_t1_cs_d1  o10_t2_mf_d1                 0.0                0.0                0.5                   0.5                   1.0                  0.0                  0.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
506  o10_t1_cs_d1  o10_t2_mf_d2                 0.0                0.0                0.5                   0.5                   1.0                  0.0                  0.0                   0                 0.0                             0                                       1                        1                                  1                            1                                      1
507  o10_t1_cs_d1  o10_t2_ap_d1                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
508  o10_t1_cs_d1  o10_t2_ap_d2                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
509  o10_t1_cs_d1  o10_t2_rp_d1                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
510  o10_t1_cs_d1  o10_t2_rp_d2                 0.0                0.0                0.5                   1.0                   1.0                  0.0                  0.5                   0                 0.0                             0                                       0                        0                                  0                            0                                      1
511  o10_t1_cs_d2  o10_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.5                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
512  o10_t1_cs_d2  o10_t2_mf_d1                 0.5                0.5                0.5                   0.5                   1.0                  0.5                  0.0                   0                 1.0                             0                                       1                        0                                  1                            0                                      0
513  o10_t1_cs_d2  o10_t2_mf_d2                 0.5                0.5                0.5                   0.5                   1.0                  0.5                  0.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      1
514  o10_t1_cs_d2  o10_t2_ap_d1                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   0                 1.0                             0                                       1                        0                                  1                            0                                      0
515  o10_t1_cs_d2  o10_t2_ap_d2                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   1                 1.0                             1                                       1                        1                                  1                            0                                      0
516  o10_t1_cs_d2  o10_t2_rp_d1                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   0                 1.0                             0                                       0                        0                                  0                            0                                      0
517  o10_t1_cs_d2  o10_t2_rp_d2                 0.5                0.5                0.5                   1.0                   1.0                  0.5                  0.5                   0                 1.0                             0                                       1                        0                                  1                            0                                      0
518  o10_t2_mf_d1  o10_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.0                  1.0                  1.0                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
519  o10_t2_mf_d1  o10_t1_cs_d2                 0.5                0.5                0.5                   0.5                   0.0                  0.5                  1.0                   1                 0.0                             1                                       0                        1                                  0                            1                                      1
520  o10_t2_mf_d1  o10_t2_mf_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
521  o10_t2_mf_d1  o10_t2_ap_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   1                 0.5                             1                                       1                        0                                  1                            0                                      0
522  o10_t2_mf_d1  o10_t2_ap_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
523  o10_t2_mf_d1  o10_t2_rp_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      1
524  o10_t2_mf_d1  o10_t2_rp_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   1                 0.5                             1                                       0                        1                                  0                            1                                      1
525  o10_t2_mf_d2  o10_t1_cs_d1                 1.0                1.0                0.5                   0.5                   0.0                  1.0                  1.0                   1                 1.0                             1                                       0                        0                                  0                            0                                      0
526  o10_t2_mf_d2  o10_t1_cs_d2                 0.5                0.5                0.5                   0.5                   0.0                  0.5                  1.0                   0                 0.0                             0                                       0                        0                                  0                            0                                      0
527  o10_t2_mf_d2  o10_t2_mf_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
528  o10_t2_mf_d2  o10_t2_ap_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
529  o10_t2_mf_d2  o10_t2_ap_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
530  o10_t2_mf_d2  o10_t2_rp_d1                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
531  o10_t2_mf_d2  o10_t2_rp_d2                 0.5                0.5                0.5                   1.0                   0.5                  0.5                  1.0                   0                 0.5                             0                                       0                        0                                  0                            0                                      0
532  o10_t2_ap_d1  o10_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
533  o10_t2_ap_d1  o10_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   1                 0.0                             1                                       0                        1                                  0                            1                                      1
534  o10_t2_ap_d1  o10_t2_mf_d1                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   0                 0.5                             0                                       0                        1                                  0                            1                                      1
535  o10_t2_ap_d1  o10_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
536  o10_t2_ap_d1  o10_t2_ap_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
537  o10_t2_ap_d1  o10_t2_rp_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            1                                      1
538  o10_t2_ap_d1  o10_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   1                 0.5                             1                                       0                        1                                  0                            1                                      1
539  o10_t2_ap_d2  o10_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
540  o10_t2_ap_d2  o10_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   0                 0.0                             0                                       0                        0                                  0                            1                                      1
541  o10_t2_ap_d2  o10_t2_mf_d1                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   0                 0.5                             0                                       0                        0                                  0                            1                                      1
542  o10_t2_ap_d2  o10_t2_mf_d2                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            1                                      1
543  o10_t2_ap_d2  o10_t2_ap_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            0                                      1
544  o10_t2_ap_d2  o10_t2_rp_d1                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            1                                      1
545  o10_t2_ap_d2  o10_t2_rp_d2                 0.5                0.5                0.5                   0.5                   0.5                  0.5                  0.5                   0                 0.5                             0                                       0                        0                                  0                            1                                      1
546  o10_t2_rp_d1  o10_t1_cs_d1                 1.0                1.0                0.5                   0.0                   0.0                  1.0                  0.5                   1                 1.0                             1                                       1                        1                                  1                            1                                      0
547  o10_t2_rp_d1  o10_t1_cs_d2                 0.5                0.5                0.5                   0.0                   0.0                  0.5                  0.5                   1                 0.0                             1                                       1                        1                                  1                            1                                      1
548  o10_t2_rp_d1  o10_t2_mf_d1                 0.5                0.5                0.5                   0.0                   0.5                  0.5                  0.0                   1                 0.5                             1                                       1                        1                                  1                            0                                      0
