,Accuracy,AccuracySD,C,model_name,nfolds,pca,subject_data_file,threshold
187,0.491666666667,0.0570062852086,0.01,"('alexnet', 'conv1')",50,True,HumanPredictions_20151118.txt,0.5
188,0.431904761905,0.0579330288149,0.01,"('alexnet', 'pool1')",50,True,HumanPredictions_20151118.txt,0.5
189,0.484523809524,0.054774843192,0.01,"('alexnet', 'norm1')",50,True,HumanPredictions_20151118.txt,0.5
190,0.524047619048,0.0836216102221,0.01,"('alexnet', 'conv2')",50,True,HumanPredictions_20151118.txt,0.5
191,0.500238095238,0.0663465956044,0.01,"('alexnet', 'pool2')",50,True,HumanPredictions_20151118.txt,0.5
192,0.508095238095,0.0558606137029,0.01,"('alexnet', 'norm2')",50,True,HumanPredictions_20151118.txt,0.5
193,0.52619047619,0.0589496114435,0.01,"('alexnet', 'conv3')",50,True,HumanPredictions_20151118.txt,0.5
194,0.474047619048,0.0689116065972,0.01,"('alexnet', 'conv4')",50,True,HumanPredictions_20151118.txt,0.5
195,0.49619047619,0.0613269739383,0.01,"('alexnet', 'conv5')",50,True,HumanPredictions_20151118.txt,0.5
196,0.455,0.0712016235897,0.01,"('alexnet', 'pool5')",50,True,HumanPredictions_20151118.txt,0.5
197,0.520952380952,0.0546873198086,0.01,"('alexnet', 'fc6')",50,True,HumanPredictions_20151118.txt,0.5
198,0.545952380952,0.076041893812,0.01,"('alexnet', 'fc7')",50,True,HumanPredictions_20151118.txt,0.5
199,0.570952380952,0.0708292315739,0.01,"('alexnet', 'fc8')",50,True,HumanPredictions_20151118.txt,0.5
200,0.475238095238,0.0601792485007,0.01,"('alexnet', 'prob')",50,True,HumanPredictions_20151118.txt,0.5
201,0.41119047619,0.0476315459789,0.01,"('googlenet', 'pool1_norm1')",50,True,HumanPredictions_20151118.txt,0.5
202,0.492142857143,0.0662662293474,0.01,"('googlenet', 'conv2_norm2')",50,True,HumanPredictions_20151118.txt,0.5
203,0.480238095238,0.0571235086291,0.01,"('googlenet', 'inception_3a_output')",50,True,HumanPredictions_20151118.txt,0.5
204,0.518095238095,0.0763109167097,0.01,"('googlenet', 'inception_3b_output')",50,True,HumanPredictions_20151118.txt,0.5
205,0.523333333333,0.0377934474638,0.01,"('googlenet', 'pool3_3x3_s2')",50,True,HumanPredictions_20151118.txt,0.5
