      Target    Comparison          Layer      Distance
278       o1  o10_t1_cs_d2  AlexNet_norm1    908.841431
279       o1  o10_t1_cs_d2  AlexNet_pool5     90.094719
280       o1   o1_t2_ap_d1    AlexNet_fc6      2.569705
281       o1   o1_t2_ap_d1    AlexNet_fc7      0.155168
282       o1   o1_t2_ap_d1    AlexNet_fc8      0.271916
283       o1   o1_t2_ap_d1  AlexNet_conv4     36.402893
284       o1   o1_t2_ap_d1   AlexNet_prob      0.000046
285       o1   o1_t2_ap_d1  AlexNet_conv3    103.792648
286       o1   o1_t2_ap_d1  AlexNet_conv2    133.431915
287       o1   o1_t2_ap_d1  AlexNet_conv1   2083.263184
288       o1   o1_t2_ap_d1  AlexNet_conv5      7.380523
289       o1   o1_t2_ap_d1  AlexNet_norm2    184.181183
290       o1   o1_t2_ap_d1  AlexNet_pool2    369.781586
291       o1   o1_t2_ap_d1  AlexNet_pool1   5014.535645
292       o1   o1_t2_ap_d1  AlexNet_norm1    216.013123
293       o1   o1_t2_ap_d1  AlexNet_pool5     22.042643
294       o1   o2_t2_ap_d1    AlexNet_fc6      7.239474
295       o1   o2_t2_ap_d1    AlexNet_fc7      0.400963
296       o1   o2_t2_ap_d1    AlexNet_fc8      0.598836
297       o1   o2_t2_ap_d1  AlexNet_conv4    128.530563
298       o1   o2_t2_ap_d1   AlexNet_prob      0.000041
299       o1   o2_t2_ap_d1  AlexNet_conv3    434.111176
300       o1   o2_t2_ap_d1  AlexNet_conv2    491.634674
301       o1   o2_t2_ap_d1  AlexNet_conv1   8247.632812
302       o1   o2_t2_ap_d1  AlexNet_conv5     23.690195
303       o1   o2_t2_ap_d1  AlexNet_norm2    692.945801
304       o1   o2_t2_ap_d1  AlexNet_pool2   1381.931519
305       o1   o2_t2_ap_d1  AlexNet_pool1  26287.644531
306       o1   o2_t2_ap_d1  AlexNet_norm1    718.189636
307       o1   o2_t2_ap_d1  AlexNet_pool5     70.076759
308       o1   o3_t2_ap_d1    AlexNet_fc6      7.724444
309       o1   o3_t2_ap_d1    AlexNet_fc7      0.506797
310       o1   o3_t2_ap_d1    AlexNet_fc8      0.813349
311       o1   o3_t2_ap_d1  AlexNet_conv4    112.972847
312       o1   o3_t2_ap_d1   AlexNet_prob      0.000021
313       o1   o3_t2_ap_d1  AlexNet_conv3    369.861115
314       o1   o3_t2_ap_d1  AlexNet_conv2    465.552338
315       o1   o3_t2_ap_d1  AlexNet_conv1   7859.067871
316       o1   o3_t2_ap_d1  AlexNet_conv5     18.735933
317       o1   o3_t2_ap_d1  AlexNet_norm2    608.126465
318       o1   o3_t2_ap_d1  AlexNet_pool2   1195.390747
319       o1   o3_t2_ap_d1  AlexNet_pool1  25360.589844
320       o1   o3_t2_ap_d1  AlexNet_norm1    674.344727
321       o1   o3_t2_ap_d1  AlexNet_pool5     57.466507
322       o1   o4_t2_ap_d1    AlexNet_fc6      6.585268
323       o1   o4_t2_ap_d1    AlexNet_fc7      0.369586
324       o1   o4_t2_ap_d1    AlexNet_fc8      0.504847
325       o1   o4_t2_ap_d1  AlexNet_conv4    129.036545
326       o1   o4_t2_ap_d1   AlexNet_prob      0.000063
327       o1   o4_t2_ap_d1  AlexNet_conv3    396.458954
328       o1   o4_t2_ap_d1  AlexNet_conv2    470.665680
329       o1   o4_t2_ap_d1  AlexNet_conv1   8507.975586
330       o1   o4_t2_ap_d1  AlexNet_conv5     23.000687
331       o1   o4_t2_ap_d1  AlexNet_norm2    677.968933
332       o1   o4_t2_ap_d1  AlexNet_pool2   1326.296875
333       o1   o4_t2_ap_d1  AlexNet_pool1  25883.582031
334       o1   o4_t2_ap_d1  AlexNet_norm1    714.656860
335       o1   o4_t2_ap_d1  AlexNet_pool5     62.623116
336       o1   o5_t2_ap_d1    AlexNet_fc6      7.093418
337       o1   o5_t2_ap_d1    AlexNet_fc7      0.549162
338       o1   o5_t2_ap_d1    AlexNet_fc8      0.962767
339       o1   o5_t2_ap_d1  AlexNet_conv4    101.909821
340       o1   o5_t2_ap_d1   AlexNet_prob      0.000096
341       o1   o5_t2_ap_d1  AlexNet_conv3    325.827423
342       o1   o5_t2_ap_d1  AlexNet_conv2    428.570862
343       o1   o5_t2_ap_d1  AlexNet_conv1   7446.942871
344       o1   o5_t2_ap_d1  AlexNet_conv5     18.687935
345       o1   o5_t2_ap_d1  AlexNet_norm2    549.356995
346       o1   o5_t2_ap_d1  AlexNet_pool2   1082.362427
347       o1   o5_t2_ap_d1  AlexNet_pool1  20279.269531
348       o1   o5_t2_ap_d1  AlexNet_norm1    607.465881
349       o1   o5_t2_ap_d1  AlexNet_pool5     57.559284
350       o1   o6_t2_ap_d1    AlexNet_fc6      9.260062
351       o1   o6_t2_ap_d1    AlexNet_fc7      0.721126
352       o1   o6_t2_ap_d1    AlexNet_fc8      1.877125
353       o1   o6_t2_ap_d1  AlexNet_conv4    129.616592
354       o1   o6_t2_ap_d1   AlexNet_prob      0.000085
355       o1   o6_t2_ap_d1  AlexNet_conv3    423.235718
356       o1   o6_t2_ap_d1  AlexNet_conv2    499.120941
357       o1   o6_t2_ap_d1  AlexNet_conv1   9492.359375
358       o1   o6_t2_ap_d1  AlexNet_conv5     23.537832
359       o1   o6_t2_ap_d1  AlexNet_norm2    681.707703
360       o1   o6_t2_ap_d1  AlexNet_pool2   1321.910889
361       o1   o6_t2_ap_d1  AlexNet_pool1  30784.423828
362       o1   o6_t2_ap_d1  AlexNet_norm1    765.656616
363       o1   o6_t2_ap_d1  AlexNet_pool5     72.906555
364       o1   o7_t2_ap_d1    AlexNet_fc6     10.160973
365       o1   o7_t2_ap_d1    AlexNet_fc7      0.647760
366       o1   o7_t2_ap_d1    AlexNet_fc8      1.368764
367       o1   o7_t2_ap_d1  AlexNet_conv4    140.888977
368       o1   o7_t2_ap_d1   AlexNet_prob      0.000029
369       o1   o7_t2_ap_d1  AlexNet_conv3    455.252960
370       o1   o7_t2_ap_d1  AlexNet_conv2    535.364136
371       o1   o7_t2_ap_d1  AlexNet_conv1   8691.633789
372       o1   o7_t2_ap_d1  AlexNet_conv5     25.898016
373       o1   o7_t2_ap_d1  AlexNet_norm2    765.558899
374       o1   o7_t2_ap_d1  AlexNet_pool2   1488.811279
375       o1   o7_t2_ap_d1  AlexNet_pool1  28301.496094
376       o1   o7_t2_ap_d1  AlexNet_norm1    799.446289
377       o1   o7_t2_ap_d1  AlexNet_pool5     77.988022
378       o1   o8_t2_ap_d1    AlexNet_fc6      9.228157
379       o1   o8_t2_ap_d1    AlexNet_fc7      0.631617
380       o1   o8_t2_ap_d1    AlexNet_fc8      1.062665
381       o1   o8_t2_ap_d1  AlexNet_conv4    124.614983
382       o1   o8_t2_ap_d1   AlexNet_prob      0.000014
383       o1   o8_t2_ap_d1  AlexNet_conv3    389.513428
384       o1   o8_t2_ap_d1  AlexNet_conv2    473.752350
385       o1   o8_t2_ap_d1  AlexNet_conv1   8043.436035
386       o1   o8_t2_ap_d1  AlexNet_conv5     22.595388
387       o1   o8_t2_ap_d1  AlexNet_norm2    655.946960
388       o1   o8_t2_ap_d1  AlexNet_pool2   1302.875977
389       o1   o8_t2_ap_d1  AlexNet_pool1  23754.500000
390       o1   o8_t2_ap_d1  AlexNet_norm1    678.712769
391       o1   o8_t2_ap_d1  AlexNet_pool5     71.766785
392       o1   o9_t2_ap_d1    AlexNet_fc6      7.994900
393       o1   o9_t2_ap_d1    AlexNet_fc7      0.556013
394       o1   o9_t2_ap_d1    AlexNet_fc8      1.108903
395       o1   o9_t2_ap_d1  AlexNet_conv4    137.995575
396       o1   o9_t2_ap_d1   AlexNet_prob      0.000137
397       o1   o9_t2_ap_d1  AlexNet_conv3    460.990295
398       o1   o9_t2_ap_d1  AlexNet_conv2    520.260437
399       o1   o9_t2_ap_d1  AlexNet_conv1   9039.009766
400       o1   o9_t2_ap_d1  AlexNet_conv5     23.804642
401       o1   o9_t2_ap_d1  AlexNet_norm2    775.067566
402       o1   o9_t2_ap_d1  AlexNet_pool2   1546.012817
403       o1   o9_t2_ap_d1  AlexNet_pool1  29840.126953
404       o1   o9_t2_ap_d1  AlexNet_norm1    780.948608
405       o1   o9_t2_ap_d1  AlexNet_pool5     73.375397
406       o1  o10_t2_ap_d1    AlexNet_fc6     12.790113
407       o1  o10_t2_ap_d1    AlexNet_fc7      0.723468
408       o1  o10_t2_ap_d1    AlexNet_fc8      1.308745
409       o1  o10_t2_ap_d1  AlexNet_conv4    143.761108
410       o1  o10_t2_ap_d1   AlexNet_prob      0.000076
411       o1  o10_t2_ap_d1  AlexNet_conv3    428.121429
412       o1  o10_t2_ap_d1  AlexNet_conv2    527.688293
413       o1  o10_t2_ap_d1  AlexNet_conv1   9493.984375
414       o1  o10_t2_ap_d1  AlexNet_conv5     30.033092
415       o1  o10_t2_ap_d1  AlexNet_norm2    692.314392
416       o1  o10_t2_ap_d1  AlexNet_pool2   1356.957520
417       o1  o10_t2_ap_d1  AlexNet_pool1  30147.212891
418       o1  o10_t2_ap_d1  AlexNet_norm1    803.283691
419       o1  o10_t2_ap_d1  AlexNet_pool5     86.228661
420       o1   o1_t2_ap_d2    AlexNet_fc6      4.073242
421       o1   o1_t2_ap_d2    AlexNet_fc7      0.239019
422       o1   o1_t2_ap_d2    AlexNet_fc8      0.499541
423       o1   o1_t2_ap_d2  AlexNet_conv4    106.259369
424       o1   o1_t2_ap_d2   AlexNet_prob      0.000034
425       o1   o1_t2_ap_d2  AlexNet_conv3    354.485077
426       o1   o1_t2_ap_d2  AlexNet_conv2    462.826599
427       o1   o1_t2_ap_d2  AlexNet_conv1   7399.203125
428       o1   o1_t2_ap_d2  AlexNet_conv5     18.916845
429       o1   o1_t2_ap_d2  AlexNet_norm2    589.136353
430       o1   o1_t2_ap_d2  AlexNet_pool2   1185.187988
431       o1   o1_t2_ap_d2  AlexNet_pool1  20777.921875
